Epoch,Loss,Cost,Advantage,Time
0,89.68342590332031,-23.25672149658203,-19.904674530029297,0.8594400882720947
1,-90.03321075439453,-23.162742614746094,20.03036880493164,1.4629311561584473
2,88.52252960205078,-3.450554847717285,-19.701171875,2.241190195083618
3,82.36225128173828,-3.3145313262939453,-19.717945098876953,2.8889989852905273
4,-0.5531122088432312,-23.084754943847656,0.16634520888328552,3.558698892593384
5,-1.6492877006530762,-23.19221305847168,0.4239818751811981,4.185880899429321
6,-1.1001404523849487,-23.5146484375,0.3221879303455353,4.871550798416138
7,145.56759643554688,16.72262954711914,-39.770286560058594,5.729086637496948
8,-72.821044921875,-23.29433822631836,20.25127601623535,6.35460352897644
9,71.8687744140625,-3.25956392288208,-19.691221237182617,7.064880847930908
10,-1.3351411819458008,-3.3386495113372803,0.3116088807582855,7.644908666610718
11,133.3577423095703,36.65004348754883,-39.789913177490234,8.337129592895508
12,66.04468536376953,16.720335006713867,-19.68258285522461,9.071938037872314
13,69.04563903808594,-3.1999318599700928,-19.688819885253906,9.761741638183594
14,-0.3418561816215515,-22.9163818359375,0.13331815600395203,10.523530006408691
15,69.61871337890625,-23.398759841918945,-19.647245407104492,11.311413526535034
16,63.253055572509766,-3.309718608856201,-19.704391479492188,12.076040267944336
17,-0.22607353329658508,-23.054035186767578,0.11820706725120544,12.763637781143188
18,-1.4101065397262573,-23.35896110534668,0.41171833872795105,13.4588782787323
19,-121.07356262207031,-23.234935760498047,40.35737228393555,14.280330419540405
20,-0.46950310468673706,-3.1381876468658447,0.21617817878723145,15.077966213226318
21,64.84075164794922,16.960214614868164,-19.74199676513672,15.826094150543213
22,-0.8349020481109619,-23.12395477294922,0.26359695196151733,16.46467661857605
23,59.84025573730469,-3.1007962226867676,-19.742637634277344,17.123001098632812
24,-0.7782831788063049,-23.128936767578125,0.27814218401908875,17.744974851608276
25,62.21745681762695,-3.1446704864501953,-19.769054412841797,18.370577096939087
26,-0.47998329997062683,-22.909225463867188,0.09811803698539734,19.01135778427124
27,-0.354763925075531,-23.005321502685547,0.15812444686889648,19.706931829452515
28,-0.755186140537262,-43.40597915649414,0.26487594842910767,20.408448696136475
29,57.76503372192383,-23.377368927001953,-19.505640029907227,21.04385280609131
30,-0.4749125838279724,-23.332338333129883,0.1368778944015503,21.720320463180542
31,61.52217483520508,-3.0298032760620117,-19.971399307250977,22.450834035873413
32,0.06859180331230164,-23.46320343017578,-0.048430949449539185,23.105923891067505
33,-61.582603454589844,-42.95832061767578,19.857791900634766,23.90426754951477
34,61.91438293457031,-3.168471336364746,-20.013761520385742,24.61571979522705
35,59.008113861083984,16.78230857849121,-20.064163208007812,25.376723527908325
36,0.05356008559465408,-43.04095458984375,-0.07088333368301392,26.043991088867188
37,0.09630408138036728,-23.183931350708008,-0.03677785396575928,26.63762927055359
38,0.3726400136947632,-3.082333564758301,-0.15484969317913055,27.339317083358765
39,-0.08118279278278351,-23.129322052001953,0.01985916495323181,28.046052932739258
40,-56.126739501953125,-23.29172134399414,19.850095748901367,28.68628454208374
41,-53.294559478759766,-23.164701461791992,19.974369049072266,29.407917022705078
42,-108.41387939453125,-43.30084991455078,39.8499755859375,30.115710735321045
43,58.619789123535156,-23.216232299804688,-20.13192367553711,30.73447847366333
44,0.20220810174942017,-43.026268005371094,-0.08868163824081421,31.45646619796753
45,-0.39461082220077515,-3.0183138847351074,0.052250754088163376,32.15275859832764
46,-57.132179260253906,-3.252345561981201,19.938114166259766,32.86277198791504
47,-0.36688780784606934,-23.3333740234375,0.006917357444763184,33.60303330421448
48,52.475643157958984,-3.187880754470825,-19.986003875732422,34.359155893325806
49,0.456301748752594,-23.100685119628906,-0.12194323539733887,35.14783954620361
50,0.016596868634223938,-43.38325500488281,-0.03717172145843506,35.92562818527222
