Epoch,Loss,Cost,Advantage,Time
0,14.30152702331543,-9.342744827270508,-0.4114794135093689,2.9457778930664062
1,57.9847297668457,-8.010711669921875,-1.7451993227005005,5.73462986946106
2,79.52765655517578,-7.17060661315918,-2.629798412322998,8.67291784286499
3,90.1812973022461,-6.574337959289551,-3.3242039680480957,11.568402767181396
4,91.66206359863281,-6.151325225830078,-3.710207939147949,14.366115093231201
5,88.16924285888672,-6.032576084136963,-3.849295139312744,17.385698080062866
6,88.8211441040039,-5.718338489532471,-4.167584419250488,20.310134887695312
7,82.96019744873047,-5.657376766204834,-4.181832313537598,23.22207283973694
8,77.21963500976562,-5.5269551277160645,-4.139717102050781,26.243806838989258
9,81.68779754638672,-5.489210605621338,-4.367518901824951,29.05058479309082
10,74.07640075683594,-5.457213878631592,-4.106956481933594,31.872248649597168
11,74.79130554199219,-5.36103630065918,-4.274734973907471,34.82123374938965
12,72.97471618652344,-5.47244119644165,-4.240814208984375,37.73558688163757
13,71.96085357666016,-5.389436721801758,-4.25295352935791,40.74985909461975
14,71.45763397216797,-5.360069274902344,-4.171085834503174,43.97858476638794
15,67.90074157714844,-5.355785369873047,-4.095533847808838,46.93208384513855
16,67.36549377441406,-5.384375095367432,-4.1062798500061035,49.88156485557556
17,65.0091323852539,-5.342057704925537,-3.9364702701568604,53.02292609214783
18,64.52934265136719,-5.251636028289795,-3.966715097427368,55.87353706359863
19,61.69893264770508,-5.242094993591309,-3.9563121795654297,58.91449189186096
20,60.47236633300781,-5.285136699676514,-3.811779737472534,62.06278586387634
21,60.976287841796875,-5.1622724533081055,-3.963226795196533,64.86383891105652
22,57.19980239868164,-5.250368118286133,-3.542691230773926,67.66682696342468
23,55.640106201171875,-5.143134117126465,-3.7151811122894287,70.68149399757385
24,48.80860137939453,-5.200809478759766,-3.227900981903076,73.48631978034973
25,47.497108459472656,-5.157349586486816,-3.2360637187957764,76.30107188224792
26,42.53815841674805,-5.238869667053223,-2.7555646896362305,79.22309398651123
27,36.671844482421875,-5.1988725662231445,-2.5251100063323975,82.05145287513733
28,39.61838912963867,-5.15853214263916,-2.654165744781494,84.909982919693
29,38.49074935913086,-5.2083234786987305,-2.5594491958618164,87.8468189239502
30,28.506940841674805,-5.208258628845215,-1.9605765342712402,90.8697247505188
31,28.710277557373047,-5.124488830566406,-1.9388872385025024,93.96055483818054
32,26.280223846435547,-5.206235408782959,-1.7891781330108643,96.96048092842102
33,18.84888458251953,-5.126551151275635,-1.3650001287460327,99.96454882621765
34,19.616533279418945,-5.073038578033447,-1.4031692743301392,103.03291487693787
35,13.54208755493164,-5.155074119567871,-0.9811087846755981,106.26718783378601
36,14.361555099487305,-5.116933345794678,-1.0471378564834595,109.07723903656006
37,13.997472763061523,-5.151400566101074,-1.0127125978469849,112.12716698646545
38,14.830575942993164,-5.105264663696289,-1.057101845741272,115.05815196037292
39,7.685683250427246,-5.121469497680664,-0.5826553702354431,117.88835883140564
40,7.504150390625,-5.072222709655762,-0.5572439432144165,120.88922786712646
41,5.657320976257324,-5.175549507141113,-0.45518121123313904,123.74244093894958
42,7.187597274780273,-5.200259208679199,-0.5295458436012268,126.62272000312805
43,4.776259899139404,-5.127789497375488,-0.3610127568244934,129.63858079910278
44,5.100188255310059,-5.068214416503906,-0.3895130157470703,132.4366819858551
45,2.2696421146392822,-5.114005088806152,-0.20215710997581482,135.3012728691101
46,2.6661994457244873,-5.1049652099609375,-0.24575038254261017,138.27607488632202
47,2.735682725906372,-5.105066776275635,-0.23495104908943176,141.128723859787
48,2.858989715576172,-5.1186676025390625,-0.25685736536979675,144.16670179367065
49,3.3142952919006348,-5.0921430587768555,-0.27961307764053345,147.30502080917358
50,3.7970447540283203,-5.09370231628418,-0.3208948075771332,150.2281138896942
51,3.0502002239227295,-5.050826549530029,-0.2547132670879364,153.15890669822693
52,1.7914319038391113,-5.1230316162109375,-0.18388813734054565,156.09879183769226
53,0.7056871056556702,-5.057193279266357,-0.07466034591197968,158.8927869796753
54,0.9624776840209961,-5.034079551696777,-0.09775085002183914,161.7856960296631
55,1.1405727863311768,-5.0624589920043945,-0.1428370177745819,165.026762008667
56,1.206674575805664,-5.09411096572876,-0.12607425451278687,167.9536669254303
57,0.2926473021507263,-5.058989524841309,-0.05325434356927872,170.98654174804688
58,-0.3662853240966797,-5.057055950164795,-0.013852549716830254,174.0184109210968
59,-1.3236929178237915,-5.120591640472412,0.0337350070476532,176.9215588569641
60,0.08351407945156097,-5.012355804443359,-0.055993154644966125,179.86813378334045
61,-0.263619601726532,-5.021152496337891,-0.02407027594745159,182.83323693275452
62,0.08839801698923111,-5.026164531707764,-0.03663286566734314,185.58080196380615
63,-0.39024990797042847,-4.985620498657227,-0.030253993347287178,188.52134585380554
64,-0.6617225408554077,-5.012700080871582,-0.0002921987324953079,191.3485460281372
65,-0.3864825963973999,-5.007406711578369,-0.007351309061050415,194.10190105438232
66,-1.5005614757537842,-5.038795471191406,0.044656574726104736,197.09741377830505
67,-0.17394167184829712,-4.98716926574707,-0.020907389000058174,199.91046977043152
68,-0.6536708474159241,-4.980056285858154,0.01945236325263977,202.7378067970276
69,-0.23680543899536133,-5.037668228149414,-0.03384590148925781,205.59657382965088
70,-0.7328110933303833,-4.9834771156311035,-0.011602583341300488,208.36441087722778
71,-0.18056835234165192,-5.026216506958008,-0.04817137494683266,211.14706468582153
72,-0.19505301117897034,-4.932625770568848,-0.05113297700881958,214.07759284973145
73,-0.04195106774568558,-4.962762832641602,-0.056060634553432465,216.90105891227722
74,-0.4210736155509949,-4.962010383605957,-0.018048230558633804,219.67543077468872
75,-0.23605966567993164,-4.979297637939453,-0.05722423642873764,222.91753792762756
76,-0.13087019324302673,-5.002033233642578,-0.05315326899290085,225.78164982795715
77,-1.2593035697937012,-4.922958850860596,0.04493146017193794,228.7229518890381
78,-0.14069917798042297,-4.957650184631348,-0.03145880997180939,231.84254479408264
79,-0.9279502630233765,-5.01995849609375,0.01752958819270134,234.83319973945618
80,-0.5692130327224731,-4.941302299499512,0.0018020886927843094,237.7157917022705
81,-0.6141611337661743,-4.998813629150391,0.004001636058092117,240.67773580551147
82,-0.4006657302379608,-4.9107184410095215,-0.010679736733436584,243.50531578063965
83,-0.6337655186653137,-4.991604804992676,0.000811566598713398,246.33431696891785
84,-0.38850799202919006,-4.898869514465332,-0.02778836339712143,249.2482717037201
85,-1.4276854991912842,-4.995404243469238,0.04053486883640289,252.07926607131958
86,-0.039373427629470825,-4.949807643890381,-0.04229217395186424,254.8891749382019
87,-1.345697283744812,-5.014999866485596,0.0365927554666996,257.9018507003784
88,-0.30654603242874146,-4.928044319152832,-0.022264497354626656,260.7478127479553
89,-0.9453628063201904,-4.9454545974731445,0.013043997809290886,263.60225892066956
90,-0.42935711145401,-4.900966167449951,-0.03847870975732803,266.55957984924316
91,-0.5921103358268738,-4.912665843963623,-0.0048940470442175865,269.37050795555115
92,0.6069355607032776,-4.928430557250977,-0.06802729517221451,272.1698818206787
93,-0.6750056743621826,-4.965484619140625,0.008092361502349377,275.1456208229065
94,-0.6647806167602539,-4.928762912750244,0.001846333034336567,277.9345819950104
95,-0.11226615309715271,-4.924220085144043,-0.03148113563656807,280.7584738731384
96,-0.9386675357818604,-4.917912483215332,0.012432563118636608,283.8000519275665
97,-0.5297189950942993,-4.966341972351074,-0.02491455152630806,286.5926778316498
98,0.1365004926919937,-4.94857931137085,-0.05894666537642479,289.7741529941559
99,-0.7895496487617493,-4.9231462478637695,-0.0030307676643133163,292.6548538208008
100,-1.253178358078003,-4.986453056335449,0.019492145627737045,295.55322074890137
101,-0.5103438496589661,-4.8969526290893555,-0.0009328881278634071,298.5415418148041
102,-0.099807970225811,-4.885807037353516,-0.03728921338915825,301.42692399024963
103,-1.0932186841964722,-4.99418306350708,0.028940824791789055,304.25094079971313
104,-0.15609011054039001,-4.924670696258545,-0.02646966092288494,307.189297914505
105,-0.8652243614196777,-4.908224105834961,0.027937699109315872,310.02815794944763
106,-0.833738386631012,-4.906985759735107,0.020340047776699066,312.92098474502563
107,-0.4133501350879669,-4.885551929473877,-0.007662166841328144,315.99882984161377
108,-0.5539852976799011,-4.9475932121276855,-0.022717099636793137,318.78326988220215
109,-0.5123124718666077,-4.9077982902526855,-0.005261247977614403,321.64541006088257
110,0.15529987215995789,-4.87017822265625,-0.048595890402793884,324.60674691200256
111,-0.34198683500289917,-4.909283638000488,-0.03196431323885918,327.47279477119446
112,-1.4369761943817139,-4.922396183013916,0.04705850034952164,330.37863397598267
113,0.0917525663971901,-4.871847629547119,-0.03924132511019707,333.4188838005066
114,-0.7607007026672363,-4.860203742980957,0.006522494368255138,336.2783029079437
115,0.2150561660528183,-4.87776517868042,-0.07013118267059326,339.1405189037323
116,0.726913332939148,-4.8681511878967285,-0.10086432099342346,342.2446777820587
117,-0.5058779716491699,-4.913745880126953,-0.02526038885116577,345.160640001297
118,-0.9383437633514404,-4.919403553009033,0.011740833520889282,348.0173478126526
119,-0.6823115348815918,-4.908296585083008,-0.006849335506558418,351.1673948764801
120,-1.1204261779785156,-4.902445316314697,0.041128020733594894,354.0002911090851
121,-0.10498832166194916,-4.814635753631592,-0.0391683354973793,356.8108170032501
122,-0.4971729516983032,-4.896240711212158,-0.014363069087266922,359.77754187583923
123,-0.29953840374946594,-4.91895866394043,-0.024963904172182083,362.6032130718231
124,-0.4136737287044525,-4.898897647857666,-0.03325576335191727,365.4412798881531
125,-0.058550991117954254,-4.839903831481934,-0.050530895590782166,368.42170691490173
126,0.07866507023572922,-4.810371398925781,-0.05271069332957268,371.2180619239807
127,-0.43739813566207886,-4.88031530380249,-0.009631950408220291,374.0498869419098
128,-0.35560429096221924,-4.852460861206055,-0.017772741615772247,377.01348090171814
129,0.01385796070098877,-4.890003204345703,-0.04397242143750191,379.80679988861084
130,-0.45634838938713074,-4.879085540771484,-0.007217301055788994,382.5959539413452
131,-0.995433509349823,-4.897835731506348,0.033656105399131775,385.5361096858978
132,0.020255811512470245,-4.860136032104492,-0.05388665571808815,388.364816904068
133,0.03938046097755432,-4.885221004486084,-0.04517343267798424,391.22975897789
134,0.05286349356174469,-4.841481685638428,-0.07815083861351013,394.2260727882385
135,-0.24824461340904236,-4.854362487792969,-0.05068317800760269,397.0428669452667
136,0.5651719570159912,-4.820330619812012,-0.09182287752628326,399.8657457828522
137,-0.275800883769989,-4.890941143035889,-0.04345224052667618,403.1614258289337
138,-0.22101697325706482,-4.879719257354736,-0.0351870134472847,406.2541968822479
139,-1.0159448385238647,-4.885885238647461,0.02189585566520691,409.47379875183105
140,-1.0319268703460693,-4.852947235107422,0.01871231570839882,412.30855989456177
141,-0.125416100025177,-4.8556294441223145,-0.043081916868686676,415.118656873703
142,-0.3003270924091339,-4.863887310028076,-0.03500109165906906,418.11045503616333
143,-0.588965117931366,-4.842379093170166,-0.010816993191838264,420.91454005241394
144,0.6822892427444458,-4.849345684051514,-0.09749136120080948,423.70190691947937
145,-0.5710009336471558,-4.9237847328186035,-0.015097157098352909,426.60582876205444
146,0.035870373249053955,-4.920042037963867,-0.0522720031440258,429.36003494262695
147,-0.9052721858024597,-4.858798503875732,0.028629474341869354,432.19884991645813
148,0.10065171122550964,-4.8647308349609375,-0.050043344497680664,435.18836402893066
149,-0.29157933592796326,-4.923013210296631,-0.027638114988803864,438.03275084495544
